file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
099_SVDB_id_16_Medical_tr_1115_1st_1215.csv,2.511115312576294,0.2743027866885304,0.7032690512324236,0.2995754735814827,0.7870418252946421,0.2845533364274846,0.8608503751655142,0.7584457937694811,0.27075098372905937,0.8259494754990896
100_SVDB_id_17_Medical_tr_17803_1st_17903.csv,5.282028913497925,0.04211888302982927,0.5828445261307381,0.05284132081790581,0.6540195944921613,0.1026063361584008,0.682907023954527,0.12417566998737183,0.07738639366694955,0.7287906779535757
101_SVDB_id_18_Medical_tr_1851_1st_1951.csv,2.3495054244995117,0.13406141335071958,0.6442132543172026,0.16142239191112462,0.7173683686956605,0.24250445888178282,0.9205605998291625,0.5376596333539803,0.25537083225089735,0.8503703602641036
102_SVDB_id_19_Medical_tr_50000_1st_107354.csv,9.51089882850647,0.23530383631028495,0.7637398784153169,0.21714144519886822,0.7704606977089391,0.2733932308924421,0.9885463216793721,0.7653085537288533,0.2156785347194622,0.8156945097138619
103_SVDB_id_20_Medical_tr_12167_1st_12267.csv,4.63758397102356,0.030007206369171317,0.5244765287678366,0.03749525019071888,0.6015763669907083,0.06735698156014577,0.601496989138387,0.07641048422923137,0.05793673217876848,0.6793104354489262
104_SVDB_id_21_Medical_tr_50000_1st_106634.csv,9.362277269363403,0.12490240551742413,0.6984440748813338,0.07710719086971532,0.7384019276096064,0.16300775945340257,0.9364670204700529,0.8600979858464883,0.3270887747191549,0.8934089600424509
105_SVDB_id_22_Medical_tr_500_1st_417.csv,1.4531371593475342,0.16866928612008628,0.6252925952472357,0.20211984021287058,0.708611274533822,0.2102191341433589,0.9665350404850225,0.921501706484641,0.3276512752375506,0.8826135362479491
106_SVDB_id_23_Medical_tr_37500_1st_121963.csv,10.137303590774536,0.0605853691915959,0.7241498085097986,0.019838550873503433,0.7398701738537203,0.10782825726942442,1.0,0.9999999999999996,0.34637964774951074,0.9984708407847163
108_SVDB_id_25_Medical_tr_1238_1st_1338.csv,2.305506467819214,0.2969913052062273,0.7258149007167198,0.2753648308118137,0.7735375770442174,0.3236322618832278,0.948270893371758,0.8720105870120043,0.3535968485573372,0.8956118011671869
109_SVDB_id_26_Medical_tr_1038_1st_1138.csv,2.140151023864746,0.13995772578583288,0.5464988961959416,0.18434796512827015,0.6566709502571858,0.18075061544732232,0.8475090153203023,0.49362197696945903,0.17583899985718715,0.7424656413969701
110_SVDB_id_27_Medical_tr_30824_1st_30924.csv,9.000329494476318,0.05166903969949251,0.5950068730175699,0.0581244020735008,0.6626956003972844,0.08794095299690793,0.8886326954115749,0.39609902475618847,0.1355000004853607,0.725829508505769
111_SVDB_id_28_Medical_tr_1791_1st_1891.csv,2.4464921951293945,0.25681345905595987,0.6729726283911388,0.25078941026059876,0.6749601249922111,0.24957717406320468,0.9999317607988536,0.9988826815642452,0.39312754226792784,0.9723613968849589
112_SVDB_id_29_Medical_tr_8226_1st_8326.csv,3.737671136856079,0.009892205496597686,0.43856237993821534,0.014077613068212827,0.5473542693312454,0.02197120011139905,0.6134134134134134,0.0626631853785898,0.04245788174939816,0.6710091384691445
114_SVDB_id_31_Medical_tr_25000_1st_63090.csv,6.732730150222778,0.005628275428667106,0.5145469967630472,0.005784933743194613,0.5422493638657416,0.014280883975055333,0.9920159680638723,0.1999999999999998,0.16722296395193592,0.7144697111945949
115_PSM_id_1_Facility_tr_50000_1st_129872.csv,10.931453943252563,0.1893330034252531,0.7400839798667461,0.20891284137150135,0.7018935811008569,0.3381095904161773,0.6717952337262099,0.3286023761553591,0.45287856289081585,0.7390678374016145
116_TAO_id_1_Environment_tr_500_1st_3.csv,0.37125539779663086,0.9777684596128858,0.9991038782916227,0.9914872433551546,0.9996829083236441,0.9668957029822587,0.9670329670329672,0.966458534869404,0.9735108282931368,0.9886840278731294
117_TAO_id_2_Environment_tr_500_1st_1.csv,0.36963510513305664,0.9950734458325992,0.9994161100802026,0.9974969490837082,0.9996995215109425,0.9867665409933696,0.9867525957751521,0.9857848047124959,0.9889230716155646,0.9933617672367733
